start_ip,end_ip,asn
181.62.164.0,181.62.167.255,10620
181.62.168.0,181.62.171.255,10620
181.62.172.0,181.62.175.255,10620
181.62.176.0,181.62.179.255,10620
181.62.180.0,181.62.183.255,10620
181.62.184.0,181.62.187.255,10620
181.62.188.0,181.62.191.255,10620
181.62.192.0,181.62.195.255,10620
181.62.196.0,181.62.199.255,10620
181.62.200.0,181.62.203.255,10620
181.62.204.0,181.62.207.255,10620
181.62.208.0,181.62.211.255,14080
181.62.212.0,181.62.215.255,10620
181.62.216.0,181.62.219.255,10620
181.62.220.0,181.62.223.255,10620
181.62.224.0,181.62.224.255,10620
181.62.225.0,181.62.225.255,10620
181.62.228.0,181.62.231.255,10620
181.62.232.0,181.62.232.255,14080
181.62.236.0,181.62.236.255,10620
181.62.237.0,181.62.237.255,10620
181.62.238.0,181.62.238.255,10620
181.62.239.0,181.62.239.255,10620
181.62.240.0,181.62.240.255,14080
181.62.241.0,181.62.241.255,14080
181.62.242.0,181.62.242.255,14080
181.62.243.0,181.62.243.255,14080
181.62.244.0,181.62.244.255,10620
181.62.245.0,181.62.245.255,10620
181.62.246.0,181.62.246.255,10620
181.62.247.0,181.62.247.255,10620
181.62.248.0,181.62.248.255,10620
181.62.249.0,181.62.249.255,10620
181.62.250.0,181.62.250.255,10620
181.62.251.0,181.62.251.255,10620
181.62.252.0,181.62.252.255,10620
181.62.253.0,181.62.253.255,10620
181.62.254.0,181.62.254.255,10620
181.62.255.0,181.62.255.255,10620
181.63.0.0,181.63.0.255,10620
181.63.1.0,181.63.1.255,10620
181.63.2.0,181.63.2.255,10620
181.63.3.0,181.63.3.255,10620
181.63.4.0,181.63.7.255,10620
181.63.12.0,181.63.15.255,10620
181.63.16.0,181.63.16.255,14080
181.63.17.0,181.63.17.255,14080
181.63.18.0,181.63.18.255,14080
181.63.19.0,181.63.19.255,14080
181.63.20.0,181.63.20.255,10620
181.63.21.0,181.63.21.255,10620
181.63.22.0,181.63.22.255,10620
181.63.23.0,181.63.23.255,10620
181.63.24.0,181.63.24.255,10620
181.63.25.0,181.63.25.255,10620
181.63.26.0,181.63.26.255,10620
181.63.27.0,181.63.27.255,14080
181.63.28.0,181.63.31.255,10620
181.63.32.0,181.63.32.255,14080
181.63.33.0,181.63.33.255,14080
181.63.34.0,181.63.34.255,14080
181.63.35.0,181.63.35.255,14080
181.63.36.0,181.63.36.255,14080
181.63.37.0,181.63.37.255,14080
181.63.38.0,181.63.38.255,14080
181.63.39.0,181.63.39.255,14080
181.63.40.0,181.63.40.255,14080
181.63.41.0,181.63.41.255,14080
181.63.42.0,181.63.42.255,14080
181.63.43.0,181.63.43.255,14080
181.63.44.0,181.63.47.255,10620
181.63.48.0,181.63.51.255,10620
181.63.52.0,181.63.55.255,10620
181.63.56.0,181.63.59.255,10620
181.63.60.0,181.63.63.255,14080
181.63.64.0,181.63.67.255,10620
181.63.68.0,181.63.71.255,14080
181.63.72.0,181.63.72.255,10620
181.63.73.0,181.63.73.255,10620
181.63.74.0,181.63.74.255,10620
181.63.76.0,181.63.76.255,10620
181.63.77.0,181.63.77.255,10620
181.63.78.0,181.63.78.255,10620
181.63.79.0,181.63.79.255,10620
181.63.80.0,181.63.80.255,10620
181.63.81.0,181.63.81.255,10620
181.63.82.0,181.63.83.255,10620
181.63.84.0,181.63.87.255,10620
181.63.88.0,181.63.88.255,10620
181.63.89.0,181.63.89.255,10620
181.63.90.0,181.63.90.255,10620
181.63.91.0,181.63.91.255,10620
181.63.92.0,181.63.95.255,14080
181.63.96.0,181.63.99.255,10620
181.63.100.0,181.63.103.255,14080
181.63.104.0,181.63.104.255,14080
181.63.105.0,181.63.105.255,14080
181.63.106.0,181.63.106.255,14080
181.63.107.0,181.63.107.255,14080
181.63.108.0,181.63.111.255,10620
181.63.112.0,181.63.115.255,10620
181.63.116.0,181.63.119.255,10620
181.63.120.0,181.63.123.255,10620
181.63.124.0,181.63.124.255,14080
181.63.125.0,181.63.125.255,14080
181.63.126.0,181.63.126.255,14080
181.63.127.0,181.63.127.255,14080
181.63.128.0,181.63.131.255,10620
181.63.132.0,181.63.135.255,10620
181.63.136.0,181.63.139.255,10620
181.63.140.0,181.63.140.255,10620
181.63.141.0,181.63.141.255,10620
181.63.142.0,181.63.142.255,10620
181.63.143.0,181.63.143.255,10620
181.63.144.0,181.63.144.255,10620
181.63.145.0,181.63.145.255,10620
181.63.146.0,181.63.146.255,10620
181.63.147.0,181.63.147.255,10620
181.63.148.0,181.63.148.255,10620
181.63.149.0,181.63.149.255,10620
181.63.150.0,181.63.151.255,10620
181.63.152.0,181.63.152.255,10620
181.63.153.0,181.63.153.255,14080
181.63.154.0,181.63.154.255,14080
181.63.155.0,181.63.155.255,14080
181.63.157.0,181.63.157.255,14080
181.63.159.0,181.63.159.255,14080
181.63.160.0,181.63.160.255,14080
181.63.161.0,181.63.161.255,14080
181.63.162.0,181.63.162.255,14080
181.63.164.0,181.63.167.255,10620
181.63.168.0,181.63.171.255,10620
181.63.172.0,181.63.175.255,10620
181.63.176.0,181.63.177.255,10620
181.63.178.0,181.63.179.255,10620
181.63.180.0,181.63.183.255,10620
181.63.184.0,181.63.187.255,10620
181.63.188.0,181.63.191.255,10620
181.63.192.0,181.63.195.255,10620
181.63.196.0,181.63.199.255,10620
181.63.200.0,181.63.203.255,10620
181.63.204.0,181.63.204.255,14080
181.63.205.0,181.63.205.255,14080
181.63.206.0,181.63.206.255,14080
181.63.207.0,181.63.207.255,14080
181.63.212.0,181.63.212.255,10620
181.63.213.0,181.63.213.255,10620
181.63.214.0,181.63.214.255,10620
181.63.215.0,181.63.215.255,10620
181.63.216.0,181.63.216.255,14080
181.63.217.0,181.63.217.255,14080
181.63.218.0,181.63.219.255,10620
181.63.220.0,181.63.220.255,14080
181.63.221.0,181.63.221.255,14080
181.63.222.0,181.63.222.255,14080
181.63.223.0,181.63.223.255,14080
181.63.224.0,181.63.224.255,14080
181.63.225.0,181.63.225.255,14080
181.63.226.0,181.63.226.255,14080
181.63.227.0,181.63.227.255,14080
181.63.228.0,181.63.231.255,10620
181.63.232.0,181.63.235.255,10620
181.63.236.0,181.63.239.255,10620
181.63.240.0,181.63.240.255,10620
181.63.241.0,181.63.241.255,10620
181.63.242.0,181.63.242.255,10620
181.63.243.0,181.63.243.255,10620
181.63.244.0,181.63.244.255,10620
181.63.245.0,181.63.245.255,10620
181.63.246.0,181.63.246.255,10620
181.63.247.0,181.63.247.255,10620
181.63.248.0,181.63.248.255,10620
181.63.249.0,181.63.249.255,10620
181.63.250.0,181.63.250.255,10620
181.63.251.0,181.63.251.255,10620
181.63.252.0,181.63.252.255,10620
181.63.253.0,181.63.253.255,10620
181.63.254.0,181.63.254.255,10620
181.63.255.0,181.63.255.255,10620
181.68.0.0,181.71.255.255,13489
181.79.218.0,181.79.218.255,269777
181.118.144.0,181.118.159.255,27951
181.119.254.0,181.119.254.255,21578
181.128.0.0,181.143.255.255,13489
181.144.0.0,181.144.127.255,26611
181.144.128.0,181.144.255.255,26611
181.145.0.0,181.145.127.255,26611
181.145.128.0,181.145.255.255,26611
181.146.0.0,181.146.127.255,26611
181.146.128.0,181.146.255.255,26611
181.147.0.0,181.147.127.255,26611
181.147.128.0,181.147.255.255,26611
181.148.0.0,181.148.127.255,26611
181.148.128.0,181.148.255.255,26611
181.149.0.0,181.149.127.255,26611
181.149.128.0,181.149.255.255,26611
181.150.0.0,181.150.127.255,26611
181.150.128.0,181.150.255.255,26611
181.151.0.0,181.151.255.255,26611
181.152.0.0,181.152.127.255,26611
181.152.128.0,181.152.255.255,26611
181.153.0.0,181.153.127.255,26611
181.153.128.0,181.153.255.255,26611
181.154.0.0,181.154.127.255,26611
181.154.128.0,181.154.255.255,26611
181.155.0.0,181.155.127.255,26611
181.155.128.0,181.155.255.255,26611
181.156.0.0,181.156.127.255,26611
181.156.128.0,181.156.255.255,26611
181.157.0.0,181.157.127.255,26611
181.157.128.0,181.157.255.255,26611
181.158.0.0,181.158.127.255,26611
181.158.128.0,181.158.255.255,26611
181.159.0.0,181.159.127.255,26611
181.159.128.0,181.159.255.255,26611
181.174.0.0,181.174.1.255,22368
181.174.2.0,181.174.3.255,22368
181.174.4.0,181.174.5.255,22368
181.174.6.0,181.174.7.255,22368
181.174.8.0,181.174.9.255,3816
181.174.12.0,181.174.13.255,3816
181.174.14.0,181.174.15.255,3816
181.174.16.0,181.174.16.255,22368
181.174.17.0,181.174.17.255,22368
181.174.18.0,181.174.19.255,3816
181.174.20.0,181.174.21.255,3816
181.174.24.0,181.174.25.255,3816
181.174.26.0,181.174.27.255,3816
181.174.28.0,181.174.29.255,3816
181.174.30.0,181.174.31.255,22368
181.174.34.0,181.174.34.255,22368
181.174.35.0,181.174.35.255,3816
181.174.36.0,181.174.37.255,3816
181.174.48.0,181.174.49.255,3816
181.174.50.0,181.174.51.255,3816
181.174.54.0,181.174.54.255,22368
181.174.55.0,181.174.55.255,22368
181.174.56.0,181.174.57.255,22368
181.174.58.0,181.174.59.255,22368
181.174.60.0,181.174.60.255,22368
181.174.61.0,181.174.61.255,22368
181.174.228.0,181.174.231.255,265688
181.189.16.0,181.189.19.255,267832
181.189.24.0,181.189.24.255,272024
181.189.25.0,181.189.25.255,272024
181.189.26.0,181.189.26.255,272024
181.189.241.0,181.189.241.255,262191
181.192.128.0,181.192.255.255,3816
181.204.0.0,181.207.255.255,13489
181.214.105.0,181.214.105.255,270075
181.215.197.0,181.215.197.255,262191
181.224.32.0,181.224.33.255,272060
181.224.34.0,181.224.35.255,272060
181.224.92.0,181.224.93.255,272884
181.224.160.0,181.224.163.255,274891
181.224.222.0,181.224.222.255,271927
181.225.64.0,181.225.64.255,27951
181.225.65.0,181.225.65.255,27951
181.225.66.0,181.225.66.255,27951
181.225.67.0,181.225.67.255,27951
181.225.68.0,181.225.68.255,27951
181.225.69.0,181.225.69.255,27951
181.225.70.0,181.225.70.255,27951
181.225.71.0,181.225.71.255,27951
181.225.72.0,181.225.72.255,27951
181.225.73.0,181.225.73.255,27951
181.225.74.0,181.225.74.255,27951
181.225.75.0,181.225.75.255,27951
181.225.76.0,181.225.76.255,27951
181.225.77.0,181.225.77.255,27951
181.225.78.0,181.225.78.255,27951
181.225.79.0,181.225.79.255,27951
181.225.80.0,181.225.80.255,262220
181.225.81.0,181.225.81.255,263210
181.225.82.0,181.225.82.255,263210
181.225.83.0,181.225.83.255,263210
181.225.84.0,181.225.84.255,263210
181.225.96.0,181.225.111.255,262186
181.225.189.0,181.225.189.255,272139
181.225.190.0,181.225.190.255,272139
181.233.60.0,181.233.60.255,271818
181.233.144.0,181.233.145.255,271829
181.233.146.0,181.233.146.255,271829
181.233.154.0,181.233.154.255,272051
181.233.155.0,181.233.155.255,272051
181.233.159.0,181.233.159.255,13489
181.233.168.0,181.233.168.255,27951
181.234.0.0,181.234.63.255,3816
181.234.64.0,181.234.95.255,3816
181.234.128.0,181.234.159.255,3816
181.234.160.0,181.234.175.255,3816
181.234.176.0,181.234.191.255,3816
181.234.192.0,181.234.223.255,3816
181.235.0.0,181.235.15.255,3816
181.235.16.0,181.235.31.255,3816
181.235.64.0,181.235.79.255,3816
181.235.80.0,181.235.95.255,3816
181.235.96.0,181.235.111.255,3816
181.235.128.0,181.235.159.255,3816
181.235.160.0,181.235.191.255,3816
181.235.192.0,181.235.223.255,3816
181.235.224.0,181.235.255.255,3816
181.236.0.0,181.236.31.255,3816
181.236.32.0,181.236.63.255,3816
181.236.64.0,181.236.95.255,3816
181.236.96.0,181.236.127.255,3816
181.236.128.0,181.236.143.255,3816
181.236.144.0,181.236.159.255,3816
181.236.160.0,181.236.175.255,3816
181.236.176.0,181.236.177.255,22368
181.236.184.0,181.236.191.255,3816
181.236.192.0,181.236.193.255,22368
181.236.200.0,181.236.207.255,3816
181.236.208.0,181.236.211.255,3816
181.236.214.0,181.236.215.255,3816
181.236.217.0,181.236.217.255,3816
181.236.218.0,181.236.218.255,3816
181.236.221.0,181.236.221.255,3816
181.236.222.0,181.236.222.255,3816
181.236.223.0,181.236.223.255,3816
181.236.224.0,181.236.225.255,22368
181.236.232.0,181.236.239.255,3816
181.236.246.0,181.236.247.255,22368
181.236.250.0,181.236.251.255,22368
181.237.0.0,181.237.15.255,3816
181.237.16.0,181.237.31.255,3816
181.237.32.0,181.237.47.255,3816
181.237.48.0,181.237.63.255,3816
181.237.64.0,181.237.79.255,3816
181.237.80.0,181.237.95.255,3816
181.237.96.0,181.237.111.255,3816
181.237.112.0,181.237.127.255,3816
181.237.128.0,181.237.143.255,3816
181.237.160.0,181.237.175.255,3816
181.237.176.0,181.237.191.255,3816
181.237.192.0,181.237.207.255,3816
181.237.208.0,181.237.223.255,3816
181.237.224.0,181.237.255.255,3816
181.240.0.0,181.240.127.255,26611
181.240.128.0,181.240.255.255,26611
181.241.0.0,181.241.255.255,26611
181.242.0.0,181.242.127.255,26611
181.242.128.0,181.242.255.255,26611
181.243.0.0,181.243.127.255,26611
181.243.128.0,181.243.255.255,26611
181.244.0.0,181.244.127.255,26611
181.244.128.0,181.244.255.255,26611
181.245.0.0,181.245.127.255,26611
181.245.128.0,181.245.255.255,26611
181.246.0.0,181.246.255.255,26611
181.247.0.0,181.247.127.255,26611
181.247.128.0,181.247.255.255,26611
181.248.0.0,181.248.255.255,26611
181.249.0.0,181.249.127.255,26611
181.249.128.0,181.249.255.255,26611
181.250.0.0,181.250.127.255,26611
181.250.128.0,181.250.255.255,26611
181.251.0.0,181.251.127.255,26611
181.251.128.0,181.251.255.255,26611
181.252.0.0,181.252.127.255,26611
181.252.128.0,181.252.255.255,26611
181.253.0.0,181.253.255.255,26611
181.254.0.0,181.254.127.255,26611
181.254.128.0,181.254.255.255,26611
181.255.0.0,181.255.127.255,26611
181.255.128.0,181.255.255.255,26611
185.28.216.0,185.28.219.255,262191
185.42.20.0,185.42.23.255,262191
185.56.110.0,185.56.110.255,273015
185.56.111.0,185.56.111.255,273015
185.74.19.0,185.74.19.255,52335
185.75.12.0,185.75.12.255,273218
185.75.13.0,185.75.13.255,273908
185.91.192.0,185.91.193.255,269822
185.104.164.0,185.104.164.255,269822
185.104.165.0,185.104.165.255,269822
185.104.166.0,185.104.167.255,269822
185.122.240.0,185.122.243.255,262191
185.197.128.0,185.197.131.255,262191
185.229.216.0,185.229.216.255,273829
185.231.184.0,185.231.185.255,267708
185.236.182.0,185.236.182.255,272988
185.240.88.0,185.240.88.255,272988
185.240.89.0,185.240.89.255,272988
185.240.215.0,185.240.215.255,272869
185.244.235.0,185.244.235.255,272869
186.0.0.0,186.0.127.255,13489
186.1.128.0,186.1.128.255,265705
186.1.130.0,186.1.130.255,265705
186.1.131.0,186.1.131.255,265705
186.1.132.0,186.1.132.255,265705
186.1.133.0,186.1.133.255,265705
186.1.134.0,186.1.134.255,265705
186.1.135.0,186.1.135.255,265705
186.1.136.0,186.1.136.255,265705
186.1.137.0,186.1.137.255,265705
186.1.138.0,186.1.138.255,265705
186.1.139.0,186.1.139.255,265705
186.1.140.0,186.1.140.255,265705
186.1.141.0,186.1.141.255,265705
186.1.142.0,186.1.142.255,265705
186.1.143.0,186.1.143.255,265705
186.1.144.0,186.1.144.255,265705
186.1.145.0,186.1.145.255,265705
186.1.146.0,186.1.146.255,265705
186.1.147.0,186.1.147.255,265705
186.1.148.0,186.1.148.255,265705
186.1.149.0,186.1.149.255,265705
186.1.150.0,186.1.150.255,265705
186.1.151.0,186.1.151.255,265705
186.1.152.0,186.1.152.255,265705
186.1.155.0,186.1.155.255,265705
186.1.158.0,186.1.158.255,265705
186.1.159.0,186.1.159.255,265705
186.1.160.0,186.1.160.255,27837
186.1.161.0,186.1.161.255,27837
186.1.162.0,186.1.162.255,27837
186.1.163.0,186.1.163.255,27837
186.1.164.0,186.1.164.255,27837
186.1.165.0,186.1.165.255,27837
186.1.166.0,186.1.166.255,27837
186.1.167.0,186.1.167.255,27837
186.1.168.0,186.1.168.255,27837
186.1.169.0,186.1.169.255,27837
186.1.170.0,186.1.170.255,27837
186.1.171.0,186.1.171.255,27837
186.1.172.0,186.1.172.255,27837
186.1.173.0,186.1.173.255,27837
186.1.174.0,186.1.174.255,27837
186.1.175.0,186.1.175.255,27837
186.1.176.0,186.1.176.255,27837
186.1.177.0,186.1.177.255,27837
186.1.178.0,186.1.178.255,27837
186.1.179.0,186.1.179.255,27837
186.1.180.0,186.1.180.255,27837
186.1.181.0,186.1.181.255,27837
186.1.182.0,186.1.182.255,27837
186.1.183.0,186.1.183.255,27837
186.1.184.0,186.1.184.255,27837
186.1.185.0,186.1.185.255,27837
186.1.186.0,186.1.186.255,27837
186.1.187.0,186.1.187.255,27837
186.1.188.0,186.1.188.255,27837
186.1.189.0,186.1.189.255,27837
186.1.190.0,186.1.190.255,27837
186.1.191.0,186.1.191.255,27837
186.27.128.0,186.27.143.255,10299
186.27.144.0,186.27.159.255,10299
186.27.160.0,186.27.175.255,10299
186.27.176.0,186.27.191.255,10299
186.27.224.0,186.27.239.255,10299
186.27.240.0,186.27.243.255,10299
186.27.244.0,186.27.247.255,10299
186.27.248.0,186.27.248.255,10299
186.27.249.0,186.27.249.255,10299
186.27.250.0,186.27.250.255,10299
186.27.251.0,186.27.251.255,10299
186.27.252.0,186.27.253.255,10299
186.27.254.0,186.27.255.255,10299
186.28.0.0,186.28.255.255,19429
186.29.0.0,186.29.255.255,19429
186.30.0.0,186.30.255.255,19429
186.31.0.0,186.31.255.255,19429
186.33.204.0,186.33.204.255,265705
186.43.0.0,186.43.127.255,13489
186.80.0.0,186.80.0.255,14080
186.80.1.0,186.80.1.255,14080
186.80.2.0,186.80.2.255,14080
186.80.3.0,186.80.3.255,14080
186.80.4.0,186.80.4.255,10620
186.80.5.0,186.80.5.255,10620
186.80.6.0,186.80.6.255,10620
186.80.7.0,186.80.7.255,10620
186.80.16.0,186.80.16.255,10620
186.80.17.0,186.80.17.255,14080
186.80.18.0,186.80.18.255,14080
186.80.19.0,186.80.19.255,14080
186.80.20.0,186.80.21.255,10620
186.80.22.0,186.80.23.255,10620
186.80.25.0,186.80.25.255,10620
186.80.26.0,186.80.27.255,10620
186.80.28.0,186.80.31.255,10620
186.80.32.0,186.80.33.255,10620
186.80.34.0,186.80.34.255,10620
186.80.35.0,186.80.35.255,10620
186.80.36.0,186.80.37.255,10620
186.80.38.0,186.80.39.255,10620
186.80.40.0,186.80.41.255,10620
186.80.42.0,186.80.43.255,10620
186.80.44.0,186.80.44.255,14080
186.80.45.0,186.80.45.255,14080
186.80.46.0,186.80.46.255,14080
186.80.47.0,186.80.47.255,14080
186.80.48.0,186.80.51.255,10620
186.80.52.0,186.80.53.255,10620
186.80.54.0,186.80.55.255,10620
186.80.56.0,186.80.63.255,10620
186.80.64.0,186.80.71.255,10620
186.80.72.0,186.80.75.255,10620
186.80.76.0,186.80.77.255,10620
186.80.78.0,186.80.79.255,10620
186.80.80.0,186.80.81.255,10620
186.80.83.0,186.80.83.255,10620
186.80.84.0,186.80.87.255,10620
186.80.88.0,186.80.89.255,10620
186.80.90.0,186.80.90.255,14080
186.80.91.0,186.80.91.255,10620
186.80.92.0,186.80.92.255,14080
186.80.93.0,186.80.93.255,14080
186.80.95.0,186.80.95.255,14080
186.80.96.0,186.80.96.255,14080
186.80.97.0,186.80.97.255,14080
186.80.98.0,186.80.98.255,14080
186.80.99.0,186.80.99.255,14080
186.80.100.0,186.80.103.255,10620
186.80.104.0,186.80.107.255,10620
186.80.108.0,186.80.108.255,10620
186.80.109.0,186.80.109.255,10620
186.80.110.0,186.80.110.255,10620
186.80.111.0,186.80.111.255,10620
186.80.112.0,186.80.115.255,10620
186.80.116.0,186.80.119.255,10620
186.80.120.0,186.80.123.255,10620
186.80.124.0,186.80.127.255,10620
186.80.132.0,186.80.135.255,10620
186.80.136.0,186.80.139.255,10620
186.80.140.0,186.80.143.255,10620
186.80.144.0,186.80.147.255,10620
186.80.148.0,186.80.151.255,10620
186.80.152.0,186.80.152.255,10620
186.80.153.0,186.80.153.255,10620
186.80.154.0,186.80.155.255,10620
186.80.156.0,186.80.159.255,10620
186.80.160.0,186.80.163.255,10620
186.80.164.0,186.80.164.255,10620
186.80.165.0,186.80.165.255,10620
186.80.166.0,186.80.167.255,10620
186.80.168.0,186.80.171.255,10620
186.80.176.0,186.80.176.255,14080
186.80.177.0,186.80.177.255,14080
186.80.178.0,186.80.178.255,14080
186.80.179.0,186.80.179.255,14080
186.80.180.0,186.80.183.255,10620
186.80.184.0,186.80.187.255,10620
186.80.188.0,186.80.191.255,10620
186.80.192.0,186.80.195.255,10620
186.80.196.0,186.80.199.255,10620
186.80.200.0,186.80.203.255,10620
186.80.206.0,186.80.206.255,14080
186.80.207.0,186.80.207.255,14080
186.80.208.0,186.80.208.255,10620
186.80.209.0,186.80.209.255,10620
186.80.211.0,186.80.211.255,10620
186.80.212.0,186.80.215.255,10620
186.80.216.0,186.80.219.255,10620
186.80.220.0,186.80.223.255,10620
186.80.228.0,186.80.228.255,14080
186.80.229.0,186.80.229.255,14080
186.80.230.0,186.80.230.255,10620
186.80.231.0,186.80.231.255,10620
186.80.232.0,186.80.239.255,10620
186.80.240.0,186.80.247.255,10620
186.80.248.0,186.80.255.255,10620
186.81.0.0,186.81.3.255,10620
186.81.4.0,186.81.4.255,14080
186.81.5.0,186.81.5.255,14080
186.81.6.0,186.81.6.255,14080
186.81.7.0,186.81.7.255,14080
186.81.20.0,186.81.20.255,14080
186.81.21.0,186.81.21.255,14080
186.81.22.0,186.81.22.255,14080
186.81.23.0,186.81.23.255,14080
186.81.24.0,186.81.27.255,10620
186.81.28.0,186.81.28.255,10620
186.81.29.0,186.81.29.255,10620
186.81.30.0,186.81.30.255,10620
186.81.31.0,186.81.31.255,10620
186.81.32.0,186.81.35.255,10620
186.81.36.0,186.81.37.255,10620
186.81.38.0,186.81.38.255,10620
186.81.40.0,186.81.40.255,10620
186.81.41.0,186.81.41.255,10620
186.81.42.0,186.81.42.255,10620
186.81.43.0,186.81.43.255,10620
186.81.48.0,186.81.48.255,10620
186.81.49.0,186.81.49.255,10620
186.81.50.0,186.81.50.255,10620
186.81.51.0,186.81.51.255,10620
186.81.52.0,186.81.52.255,10620
186.81.53.0,186.81.53.255,10620
186.81.54.0,186.81.54.255,10620
186.81.56.0,186.81.56.255,10620
186.81.57.0,186.81.57.255,10620
186.81.58.0,186.81.58.255,10620
186.81.59.0,186.81.59.255,10620
186.81.60.0,186.81.63.255,10620
186.81.64.0,186.81.64.255,14080
186.81.65.0,186.81.65.255,14080
186.81.66.0,186.81.67.255,10620
186.81.68.0,186.81.71.255,10620
186.81.72.0,186.81.75.255,10620
186.81.76.0,186.81.79.255,10620
186.81.80.0,186.81.83.255,10620
186.81.84.0,186.81.84.255,14080
186.81.85.0,186.81.85.255,14080
186.81.86.0,186.81.86.255,14080
186.81.87.0,186.81.87.255,14080
186.81.88.0,186.81.91.255,10620
186.81.92.0,186.81.95.255,10620
186.81.96.0,186.81.99.255,10620
186.81.100.0,186.81.101.255,10620
186.81.102.0,186.81.103.255,14080
186.81.104.0,186.81.105.255,10620
186.81.106.0,186.81.107.255,10620
186.81.108.0,186.81.111.255,10620
186.81.112.0,186.81.115.255,10620
186.81.116.0,186.81.116.255,10620
